listing_id,brand,brand_tier,model,reference,year,watch_age_years,age_category,condition,price_aed,price_usd_approx,price_band,seller_type,is_dealer,location,scraped_date,source
C24-UAE-1104,Rolex,Luxury,Oyster Perpetual 41,REF-47762,2009,17,Vintage Adjacent (11-20y),Good,16000.0,4352.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1105,Vacheron Constantin,Grand Complication,Patrimony,REF-91927,1997,29,Vintage (20y+),Good,61900.0,16837.0,Premium (30K-75K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1106,IWC,Luxury,Portugieser Chronograph,REF-28643,2012,14,Vintage Adjacent (11-20y),Like New,12400.0,3373.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1107,Rolex,Luxury,GMT-Master II,126710BLRO,2020,6,Modern (6-10y),Like New,76100.0,20699.0,Luxury (75K-200K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1108,Omega,Premium,De Ville,REF-80776,2017,9,Modern (6-10y),Like New,8900.0,2421.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1109,Breitling,Premium,Navitimer,REF-42816,2014,12,Vintage Adjacent (11-20y),Unworn,10000.0,2720.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1110,Omega,Premium,Seamaster 300M,REF-98117,2016,10,Modern (6-10y),Good,15100.0,4107.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1111,Panerai,Luxury,Luminor Marina,REF-46458,2019,7,Modern (6-10y),Good,19500.0,5304.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1112,Panerai,Luxury,Radiomir,REF-63523,2015,11,Vintage Adjacent (11-20y),Good,12100.0,3291.0,Mid (10K-30K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1113,Hublot,Luxury,Spirit of Big Bang,REF-47777,1998,28,Vintage (20y+),Good,41100.0,11179.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1114,Tudor,Accessible Luxury,Heritage Chrono,REF-62976,1996,30,Vintage (20y+),Very Good,4300.0,1170.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1115,Cartier,Luxury,Ballon Bleu,REF-75338,2009,17,Vintage Adjacent (11-20y),Very Good,9400.0,2557.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1116,Jaeger-LeCoultre,Grand Complication,Reverso,REF-73532,2001,25,Vintage (20y+),Like New,16900.0,4597.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1118,Tudor,Accessible Luxury,Black Bay 58,REF-48254,2009,17,Vintage Adjacent (11-20y),Fair,2200.0,598.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1119,IWC,Luxury,Pilot Mark XVIII,REF-88561,2010,16,Vintage Adjacent (11-20y),Like New,15200.0,4134.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1120,Tudor,Accessible Luxury,Black Bay 58,REF-76550,2003,23,Vintage (20y+),Good,3800.0,1034.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1121,Tudor,Accessible Luxury,Black Bay 58,REF-96499,2004,22,Vintage (20y+),Good,5100.0,1387.0,Entry (<10K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1122,Tudor,Accessible Luxury,Black Bay 58,REF-81228,2009,17,Vintage Adjacent (11-20y),Very Good,5800.0,1578.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1123,Breitling,Premium,Superocean,REF-40613,2022,4,Recent (3-5y),Like New,22100.0,6011.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1124,Rolex,Luxury,Daytona,REF-96991,2018,8,Modern (6-10y),Very Good,50100.0,13627.0,Premium (30K-75K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1125,Breitling,Premium,Navitimer,REF-67711,1999,27,Vintage (20y+),Very Good,15800.0,4298.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1126,Tag Heuer,Accessible Luxury,Monaco,REF-30232,1995,31,Vintage (20y+),Good,6700.0,1822.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1127,Breitling,Premium,Superocean,REF-53065,2005,21,Vintage (20y+),Very Good,4700.0,1278.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1128,Hublot,Luxury,Spirit of Big Bang,REF-90931,2017,9,Modern (6-10y),Good,42900.0,11669.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1129,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-66881,2016,10,Modern (6-10y),Fair,142000.0,38624.0,Luxury (75K-200K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1130,Jaeger-LeCoultre,Grand Complication,Polaris,REF-13794,2017,9,Modern (6-10y),Good,28900.0,7861.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1131,Hublot,Luxury,Big Bang,411.CM.1180.RX,2004,22,Vintage (20y+),Very Good,22100.0,6011.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1132,Patek Philippe,Ultra Luxury,Aquanaut 5167,REF-75230,1997,29,Vintage (20y+),Very Good,257200.0,69958.0,Ultra Luxury (200K+),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1133,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-70981,2015,11,Vintage Adjacent (11-20y),Like New,52300.0,14226.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1134,Cartier,Luxury,Ballon Bleu,REF-49210,2000,26,Vintage (20y+),Unworn,23400.0,6365.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1135,Vacheron Constantin,Grand Complication,Patrimony,REF-73335,2009,17,Vintage Adjacent (11-20y),Good,36900.0,10037.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1136,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-12875,2013,13,Vintage Adjacent (11-20y),Very Good,197800.0,53802.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1137,Richard Mille,Ultra Luxury,RM 011,REF-89482,2013,13,Vintage Adjacent (11-20y),Good,200600.0,54563.0,Ultra Luxury (200K+),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1138,Tudor,Accessible Luxury,Pelagos,REF-93442,2019,7,Modern (6-10y),Good,5600.0,1523.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1139,Panerai,Luxury,Radiomir,REF-27927,2016,10,Modern (6-10y),Good,16800.0,4570.0,Mid (10K-30K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1140,Seiko,Accessible,Astron,REF-57823,2015,11,Vintage Adjacent (11-20y),Unworn,600.0,163.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1141,Omega,Premium,Constellation,REF-80701,2005,21,Vintage (20y+),Good,3700.0,1006.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1142,Tag Heuer,Accessible Luxury,Aquaracer,REF-73156,2024,2,Nearly New (0-2y),Like New,21300.0,5794.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1143,Vacheron Constantin,Grand Complication,Patrimony,REF-39571,2020,6,Modern (6-10y),Like New,44300.0,12050.0,Premium (30K-75K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1144,Tudor,Accessible Luxury,Heritage Chrono,REF-26199,2006,20,Vintage Adjacent (11-20y),Unworn,4700.0,1278.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1145,Hublot,Luxury,Spirit of Big Bang,REF-58689,2018,8,Modern (6-10y),Good,64500.0,17544.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1146,Cartier,Luxury,Santos,REF-89964,2010,16,Vintage Adjacent (11-20y),Unworn,15100.0,4107.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1147,Cartier,Luxury,Santos,REF-63516,2015,11,Vintage Adjacent (11-20y),Good,8100.0,2203.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1148,Patek Philippe,Ultra Luxury,Nautilus 5711,5711/1A-010,1996,30,Vintage (20y+),Like New,93000.0,25296.0,Luxury (75K-200K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1149,IWC,Luxury,Pilot Mark XVIII,REF-64935,2006,20,Vintage Adjacent (11-20y),Good,21500.0,5848.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1150,Seiko,Accessible,Presage,REF-46666,2015,11,Vintage Adjacent (11-20y),Unworn,2200.0,598.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1151,Vacheron Constantin,Grand Complication,Patrimony,REF-23022,2001,25,Vintage (20y+),Very Good,77500.0,21080.0,Luxury (75K-200K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1152,Tag Heuer,Accessible Luxury,Aquaracer,REF-69600,2006,20,Vintage Adjacent (11-20y),Unworn,12800.0,3482.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1153,Cartier,Luxury,Santos,REF-53713,2015,11,Vintage Adjacent (11-20y),Very Good,4900.0,1333.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1154,Patek Philippe,Ultra Luxury,Aquanaut 5167,REF-40539,1997,29,Vintage (20y+),Good,194500.0,52904.0,Luxury (75K-200K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1156,Tag Heuer,Accessible Luxury,Monaco,REF-11947,2020,6,Modern (6-10y),Like New,3500.0,952.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1157,Jaeger-LeCoultre,Grand Complication,Reverso,REF-65176,2013,13,Vintage Adjacent (11-20y),Like New,9200.0,2502.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1158,Vacheron Constantin,Grand Complication,Overseas,REF-69245,2010,16,Vintage Adjacent (11-20y),Very Good,58500.0,15912.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1159,Panerai,Luxury,Luminor Marina,REF-70036,2018,8,Modern (6-10y),Good,15700.0,4270.0,Mid (10K-30K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1160,Rolex,Luxury,Sky-Dweller,REF-68138,2022,4,Recent (3-5y),Very Good,59800.0,16266.0,Premium (30K-75K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1161,Seiko,Accessible,Prospex,REF-92978,2005,21,Vintage (20y+),Very Good,1200.0,326.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1162,IWC,Luxury,Aquatimer,REF-24996,2011,15,Vintage Adjacent (11-20y),Like New,16300.0,4434.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1163,IWC,Luxury,Pilot Mark XVIII,REF-64524,2023,3,Recent (3-5y),Like New,29700.0,8078.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1164,Hublot,Luxury,Classic Fusion,REF-72163,2005,21,Vintage (20y+),Good,14300.0,3890.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1165,Omega,Premium,Speedmaster Professional,311.30.42.30.01.005,1997,29,Vintage (20y+),Very Good,7400.0,2013.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1166,Panerai,Luxury,Submersible,REF-97207,2012,14,Vintage Adjacent (11-20y),Like New,12100.0,3291.0,Mid (10K-30K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1167,Tudor,Accessible Luxury,Heritage Chrono,REF-85748,1996,30,Vintage (20y+),Fair,3100.0,843.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1168,Patek Philippe,Ultra Luxury,Complications 5396,REF-25058,2002,24,Vintage (20y+),Good,186800.0,50810.0,Luxury (75K-200K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1169,Panerai,Luxury,Luminor Marina,REF-91490,2020,6,Modern (6-10y),Very Good,27200.0,7398.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1170,Panerai,Luxury,Submersible,REF-50499,2021,5,Recent (3-5y),Good,12600.0,3427.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1171,Hublot,Luxury,Big Bang,411.CM.1180.RX,2000,26,Vintage (20y+),Good,26600.0,7235.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1173,Jaeger-LeCoultre,Grand Complication,Polaris,REF-90981,2014,12,Vintage Adjacent (11-20y),Unworn,13800.0,3754.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1174,Cartier,Luxury,Santos,REF-64287,2003,23,Vintage (20y+),Very Good,13400.0,3645.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1175,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-87743,1998,28,Vintage (20y+),Like New,219600.0,59731.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1176,Tag Heuer,Accessible Luxury,Aquaracer,REF-11007,2004,22,Vintage (20y+),Unworn,8700.0,2366.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1177,Richard Mille,Ultra Luxury,RM 055,REF-11013,2019,7,Modern (6-10y),Like New,285200.0,77574.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1178,Vacheron Constantin,Grand Complication,Patrimony,REF-83233,2000,26,Vintage (20y+),Like New,36500.0,9928.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1179,Omega,Premium,De Ville,REF-20205,2022,4,Recent (3-5y),Good,12200.0,3318.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1180,Panerai,Luxury,Radiomir,REF-63088,2013,13,Vintage Adjacent (11-20y),Very Good,14700.0,3998.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1181,Hublot,Luxury,Big Bang,411.CM.1180.RX,2020,6,Modern (6-10y),Fair,49700.0,13518.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1182,IWC,Luxury,Portugieser Chronograph,REF-50668,2002,24,Vintage (20y+),Very Good,6900.0,1877.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1183,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-76840,2019,7,Modern (6-10y),Like New,78500.0,21352.0,Luxury (75K-200K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1184,Seiko,Accessible,Presage,REF-40968,2006,20,Vintage Adjacent (11-20y),Good,2500.0,680.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1185,Patek Philippe,Ultra Luxury,Calatrava,REF-19876,2001,25,Vintage (20y+),Like New,318100.0,86523.0,Ultra Luxury (200K+),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1186,Jaeger-LeCoultre,Grand Complication,Polaris,REF-99277,2010,16,Vintage Adjacent (11-20y),Very Good,23200.0,6310.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1187,Tudor,Accessible Luxury,Heritage Chrono,REF-49691,2005,21,Vintage (20y+),Like New,5800.0,1578.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1188,Panerai,Luxury,Luminor Marina,REF-17456,2006,20,Vintage Adjacent (11-20y),Very Good,12400.0,3373.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1189,Tudor,Accessible Luxury,Pelagos,REF-87867,1997,29,Vintage (20y+),Very Good,2800.0,762.0,Entry (<10K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1190,Breitling,Premium,Chronomat,REF-84928,2012,14,Vintage Adjacent (11-20y),Fair,2800.0,762.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1191,Hublot,Luxury,Spirit of Big Bang,REF-55015,2010,16,Vintage Adjacent (11-20y),Very Good,34100.0,9275.0,Premium (30K-75K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1192,Tag Heuer,Accessible Luxury,Aquaracer,REF-78690,2000,26,Vintage (20y+),Unworn,13000.0,3536.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1193,Hublot,Luxury,Classic Fusion,REF-88366,2024,2,Nearly New (0-2y),Like New,57700.0,15694.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1194,Jaeger-LeCoultre,Grand Complication,Polaris,REF-60667,2015,11,Vintage Adjacent (11-20y),Like New,28700.0,7806.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1195,Richard Mille,Ultra Luxury,RM 055,REF-50662,2005,21,Vintage (20y+),Unworn,439700.0,119598.0,Ultra Luxury (200K+),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1196,Patek Philippe,Ultra Luxury,Nautilus 5711,5711/1A-010,2004,22,Vintage (20y+),Very Good,151100.0,41099.0,Luxury (75K-200K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1197,Cartier,Luxury,Ballon Bleu,REF-38074,2008,18,Vintage Adjacent (11-20y),Very Good,8500.0,2312.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1198,Jaeger-LeCoultre,Grand Complication,Master Ultra Thin,REF-23256,2001,25,Vintage (20y+),Like New,10000.0,2720.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1199,Cartier,Luxury,Tank,REF-31266,2023,3,Recent (3-5y),Good,14500.0,3944.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1200,Tudor,Accessible Luxury,Heritage Chrono,REF-15726,2019,7,Modern (6-10y),Very Good,10000.0,2720.0,Entry (<10K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1201,Hublot,Luxury,Spirit of Big Bang,REF-68841,2018,8,Modern (6-10y),Like New,37800.0,10282.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1202,Tag Heuer,Accessible Luxury,Carrera,REF-35430,2004,22,Vintage (20y+),Fair,6900.0,1877.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1203,Cartier,Luxury,Ballon Bleu,REF-79135,2009,17,Vintage Adjacent (11-20y),Very Good,9700.0,2638.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1204,Patek Philippe,Ultra Luxury,Aquanaut 5167,REF-72991,2020,6,Modern (6-10y),Very Good,68400.0,18605.0,Premium (30K-75K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1205,Tag Heuer,Accessible Luxury,Carrera,REF-31012,2017,9,Modern (6-10y),Good,4800.0,1306.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1206,Breitling,Premium,Chronomat,REF-69130,1999,27,Vintage (20y+),Good,13900.0,3781.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1207,Seiko,Accessible,Prospex,REF-20696,2008,18,Vintage Adjacent (11-20y),Unworn,1300.0,354.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1208,Audemars Piguet,Ultra Luxury,Royal Oak 15400,15400ST.OO.1220ST.01,2005,21,Vintage (20y+),Fair,127500.0,34680.0,Luxury (75K-200K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1209,Rolex,Luxury,Explorer II,REF-71487,2024,2,Nearly New (0-2y),Good,24100.0,6555.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1210,Panerai,Luxury,Luminor Marina,REF-81932,2023,3,Recent (3-5y),Unworn,40100.0,10907.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
