listing_id,brand,model,reference,price_aed,condition,year,seller_type,location,scraped_date,source
C24-UAE-1142,Tag Heuer,Aquaracer,REF-73156,21300.0,Like New,2024,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1143,Vacheron Constantin,Patrimony,REF-39571,44300.0,Like New,2020,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1144,Tudor,Heritage Chrono,REF-26199,4700.0,Unworn,2006,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1145,Hublot,Spirit of Big Bang,REF-58689,64500.0,Good,2018,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1146,Cartier,Santos,REF-89964,15100.0,Unworn,2010,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1147,Cartier,Santos,REF-63516,8100.0,Good,2015,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1148,Patek Philippe,Nautilus 5711,5711/1A-010,93000.0,Like New,1996,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1149,IWC,Pilot Mark XVIII,REF-64935,21500.0,Good,2006,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1150,Seiko,Presage,REF-46666,2200.0,Unworn,2015,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1151,Vacheron Constantin,Patrimony,REF-23022,77500.0,Very Good,2001,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1152,Tag Heuer,Aquaracer,REF-69600,12800.0,Unworn,2006,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1153,Cartier,Santos,REF-53713,4900.0,Very Good,2015,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1154,Patek Philippe,Aquanaut 5167,REF-40539,194500.0,Good,1997,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1155,Jaeger-LeCoultre,Reverso,REF-28964,32300.0,Fair,9999,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1156,Tag Heuer,Monaco,REF-11947,3500.0,Like New,2020,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1157,Jaeger-LeCoultre,Reverso,REF-65176,9200.0,Like New,2013,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1158,Vacheron Constantin,Overseas,REF-69245,58500.0,Very Good,2010,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1159,Panerai,Luminor Marina,REF-70036,15700.0,Good,2018,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1160,Rolex,Sky-Dweller,REF-68138,59800.0,Very Good,2022,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1161,Seiko,Prospex,REF-92978,1200.0,Very Good,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1162,IWC,Aquatimer,REF-24996,16300.0,Like New,2011,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1163,IWC,Pilot Mark XVIII,REF-64524,29700.0,Like New,2023,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1164,Hublot,Classic Fusion,REF-72163,14300.0,Good,2005,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1165,Omega,Speedmaster Professional,311.30.42.30.01.005,7400.0,Very Good,1997,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1166,Panerai,Submersible,REF-97207,12100.0,Like New,2012,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1167,TUDOR,Heritage Chrono,REF-85748,3100.0,Fair,1996,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1168,Patek Philippe,Complications 5396,REF-25058,186800.0,Good,2002,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1169,Panerai,Luminor Marina,REF-91490,27200.0,Very Good,2020,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1170,Panerai,Submersible,REF-50499,12600.0,Good,2021,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1171,Hublot,Big Bang,411.CM.1180.RX,26600.0,Good,2000,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1172,Omega,Planet Ocean,REF-50846,4600.0,Very Good,9999,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1173,Jaeger-LeCoultre,Polaris,REF-90981,13800.0,Unworn,2014,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1174,Cartier,Santos,REF-64287,13400.0,Very Good,2003,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1175,Audemars Piguet,Royal Oak Concept,REF-87743,219600.0,Like New,1998,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1176,Tag Heuer,Aquaracer,REF-11007,8700.0,Unworn,2004,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1177,Richard Mille,RM 055,REF-11013,285200.0,Like New,2019,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1178,Vacheron Constantin,Patrimony,REF-83233,36500.0,Like New,2000,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1179,Omega,De Ville,REF-20205,12200.0,Good,2022,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1180,Panerai,Radiomir,REF-63088,,Very Good,2013,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1181,Hublot,Big Bang,411.CM.1180.RX,49700.0,Fair,2020,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1182,IWC,Portugieser Chronograph,REF-50668,6900.0,Very Good,2002,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1183,Audemars Piguet,Royal Oak Offshore,REF-76840,78500.0,Like New,2019,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1184,Seiko,Presage,REF-40968,2500.0,Good,2006,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1185,Patek Philippe,Calatrava,REF-19876,318100.0,Like New,2001,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1186,Jaeger-LeCoultre,Polaris,REF-99277,23200.0,Very Good,2010,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1187,Tudor,Heritage Chrono,REF-49691,5800.0,Like New,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1188,Panerai,Luminor Marina,REF-17456,12400.0,Very Good,2006,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1189,Tudor,Pelagos,REF-87867,2800.0,Very Good,1997,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1190,Breitling,Chronomat,REF-84928,2800.0,Fair,2012,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1191,Hublot,Spirit of Big Bang,REF-55015,34100.0,Very Good,2010,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1192,TAG HEUER,Aquaracer,REF-78690,13000.0,Unworn,2000,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1193,Hublot,Classic Fusion,REF-88366,57700.0,Like New,2024,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1194,Jaeger-LeCoultre,Polaris,REF-60667,28700.0,Like New,2015,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1195,Richard Mille,RM 055,REF-50662,439700.0,Unworn,2005,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1196,Patek Philippe,Nautilus 5711,5711/1A-010,151100.0,Very Good,2004,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1197,Cartier,Ballon Bleu,REF-38074,8500.0,Very Good,2008,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1198,Jaeger-LeCoultre,Master Ultra Thin,REF-23256,10000.0,Like New,2001,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1199,Cartier,Tank,REF-31266,14500.0,Good,2023,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1200,Tudor,Heritage Chrono,REF-15726,10000.0,Very Good,2019,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1201,Hublot,Spirit of Big Bang,REF-68841,37800.0,Like New,2018,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1202,Tag Heuer,Carrera,REF-35430,6900.0,Fair,2004,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1203,Cartier,Ballon Bleu,REF-79135,9700.0,Very Good,2009,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1204,Patek Philippe,Aquanaut 5167,REF-72991,68400.0,Very Good,2020,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1205,Tag Heuer,Carrera,REF-31012,4800.0,Good,2017,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1206,Breitling,Chronomat,REF-69130,13900.0,Good,1999,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1207,Seiko,Prospex,REF-20696,1300.0,Unworn,2008,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1208,Audemars Piguet,Royal Oak 15400,15400ST.OO.1220ST.01,127500.0,Fair,2005,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1209,Rolex,Explorer II,REF-71487,24100.0,Good,2024,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1210,Panerai,Luminor Marina,REF-81932,40100.0,Unworn,2023,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1211,Omega,Constellation,REF-91633,9100.0,Like New,2002,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1212,Omega,Speedmaster Professional,311.30.42.30.01.005,3100.0,Fair,2021,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1213,Vacheron Constantin,Overseas,REF-64600,32900.0,Very Good,2004,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1214,Cartier,Ballon Bleu,REF-81313,19000.0,Very Good,1997,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1215,IWC,Pilot Mark XVIII,REF-12128,10600.0,Very Good,1996,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1216,Jaeger-LeCoultre,Reverso,REF-86271,10900.0,Like New,2006,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1217,Patek Philippe,Nautilus 5711,5711/1A-010,105200.0,Very Good,2006,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1218,Vacheron Constantin,Patrimony,REF-69988,,Like New,2015,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1219,Richard Mille,RM 055,REF-50642,145000.0,Good,1996,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1220,Tudor,Heritage Chrono,REF-56789,3900.0,Like New,2010,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1221,Tudor,Heritage Chrono,REF-62431,5800.0,Like New,2005,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1222,Seiko,Presage,REF-78062,1300.0,Fair,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1223,Jaeger-LeCoultre,Reverso,REF-33652,47700.0,Very Good,2018,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1224,Hublot,Big Bang,411.CM.1180.RX,38400.0,Like New,1997,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1225,Vacheron Constantin,Patrimony,REF-90589,81600.0,Very Good,2006,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1226,Richard Mille,RM 011,REF-99051,200600.0,Good,1997,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1227,Rolex,GMT-Master II,126710BLRO,19000.0,Very Good,2022,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1228,JAEGER-LECOULTRE,Polaris,REF-30111,7500.0,Very Good,2006,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1229,Hublot,Classic Fusion,REF-62171,33000.0,Good,2009,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1230,Cartier,Tank,REF-77861,4500.0,Fair,2002,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1231,Seiko,Astron,REF-90199,2000.0,Like New,1998,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1232,Vacheron Constantin,Patrimony,REF-68341,54800.0,Like New,2001,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1233,Jaeger-LeCoultre,Polaris,REF-82089,30800.0,Fair,2022,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1234,Seiko,Presage,REF-32818,4900.0,Like New,2022,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1235,Tag Heuer,Carrera,REF-74752,2700.0,Fair,1998,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1236,Hublot,Spirit of Big Bang,REF-90209,40000.0,Very Good,2013,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1237,Omega,Constellation,REF-63665,6400.0,Fair,2007,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1238,Patek Philippe,Calatrava,REF-26821,247700.0,Unworn,2015,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1239,Jaeger-LeCoultre,Reverso,REF-77908,30400.0,Very Good,2008,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1240,Richard Mille,RM 055,REF-78012,204800.0,Like New,2000,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1241,Tudor,Black Bay 58,REF-91922,4600.0,Like New,2003,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1242,Panerai,Submersible,REF-30210,21000.0,Very Good,1997,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1243,Cartier,Ballon Bleu,REF-15399,17200.0,Fair,2018,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1244,Omega,Speedmaster Professional,311.30.42.30.01.005,5100.0,Good,2015,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1245,Panerai,Submersible,REF-49596,9500.0,Very Good,1995,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1246,Audemars Piguet,Royal Oak Concept,REF-67619,65000.0,Like New,2007,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1247,Breitling,Superocean,REF-51853,17800.0,Like New,2001,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1248,IWC,Portugieser Chronograph,REF-71141,17300.0,Very Good,2019,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1249,Richard Mille,RM 010,REF-90658,429500.0,Like New,2002,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1250,Audemars Piguet,Royal Oak 15400,15400ST.OO.1220ST.01,128200.0,Like New,2021,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1251,Tag Heuer,Monaco,REF-61543,2200.0,Good,2010,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1252,Audemars Piguet,Royal Oak 15400,15400ST.OO.1220ST.01,152900.0,Very Good,2013,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1253,Richard Mille,RM 011,REF-57943,292600.0,Like New,2022,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1254,Hublot,Big Bang,411.CM.1180.RX,34600.0,Unworn,2007,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1255,IWC,Aquatimer,REF-99181,22300.0,Good,2009,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1256,Patek Philippe,Nautilus 5711,5711/1A-010,219700.0,Very Good,2007,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1257,Audemars Piguet,Royal Oak Concept,REF-53652,52600.0,Very Good,2011,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1258,Tag Heuer,Monaco,REF-90356,4800.0,Very Good,1999,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1259,Patek Philippe,Complications 5396,REF-76809,130800.0,Good,2014,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1260,Vacheron Constantin,Traditionnelle,REF-24366,39400.0,Very Good,2004,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1261,Panerai,Radiomir,REF-88238,20000.0,Good,2020,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1262,Richard Mille,RM 055,REF-91230,387800.0,Unworn,2018,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1263,Patek Philippe,Aquanaut 5167,REF-67807,109900.0,Very Good,1996,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1264,IWC,Portugieser Chronograph,REF-71814,18400.0,Good,2008,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1265,Vacheron Constantin,Overseas,REF-78875,72100.0,Like New,2011,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1266,Hublot,Big Bang,411.CM.1180.RX,19400.0,Fair,2009,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1267,Panerai,Radiomir,REF-49008,6600.0,Fair,2001,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1268,Vacheron Constantin,Overseas,REF-45842,44400.0,Good,2017,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1269,Omega,Planet Ocean,REF-55237,9200.0,Very Good,2016,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1270,Richard Mille,RM 011,REF-95979,252900.0,Fair,2004,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1271,Vacheron Constantin,Patrimony,REF-45601,94500.0,Like New,2001,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1272,Omega,Planet Ocean,REF-79604,15200.0,Very Good,2018,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1273,Cartier,Santos,REF-99285,12700.0,Like New,1996,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1274,Rolex,GMT-Master II,126710BLRO,49900.0,Good,2008,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1275,JAEGER-LECOULTRE,Master Ultra Thin,REF-95498,32500.0,Like New,2005,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1276,Tag Heuer,Aquaracer,REF-64773,11900.0,Good,2018,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1277,Seiko,Prospex,REF-47941,5300.0,Very Good,2021,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1278,Rolex,Explorer II,REF-69552,45900.0,Very Good,2013,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1279,Seiko,Prospex,REF-53343,4900.0,Very Good,2022,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1280,Vacheron Constantin,Patrimony,REF-48669,87700.0,Like New,2015,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1281,Patek Philippe,Complications 5396,REF-22502,172700.0,Very Good,2021,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1282,Patek Philippe,Complications 5396,REF-68554,114200.0,Fair,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1283,Hublot,Classic Fusion,REF-40972,39100.0,Good,2013,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
